,si_no,head,date,time,place,complainant_vehicle,opposite_vehicle,male_injury,female_injury,male_fatal,female_fatal,total_cases,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,male _fatal,...23,...24,...25
904,28,Injury,23-05-2020 00:00,4.3,Anjaneyar,Self Fall,Lorry,2,NA,NA,NA,0,45,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,33,Fatal,10-06-2020 00:00,6.3,Anjaneyar,Self Fall,Lorry,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
906,36,Injury,19-06-2020 00:00,14.1,Anjaneyar,Self Fall,Lorry,2,NA,NA,NA,0,40,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,41,Fatal,20-07-2020 00:00,17.3,Anjaneyar,Self Fall,Lorry,1,NA,1,NA,1,27,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
908,42,Fatal,21-07-2020 00:00,21.3,Anjaneyar,Two Wheeler,Lorry,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,68,52,29,55,NA,NA,NA,NA
909,75,Injury,22-11-2020 00:00,13,Anjaneyar,Lorry,Lorry,3,NA,NA,NA,0,40,45,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,68,Grives,29-10-2020 00:00,21.3,Anjaneyar,Two Wheeler,Lorry,1,NA,NA,NA,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,58,Fatal,04-09-2020 00:00,5,Anjaneyar,Lorry,Lorry,1,NA,1,NA,1,24,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
912,80,Injury,09-12-2020 00:00,11,Anjaneyar,Self Fall,Lorry,2,NA,NA,NA,0,19,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,71,Injury,13-11-2020 00:00,1.3,Anjaneyar,Passenger,Lorry,1,NA,NA,NA,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleaned
914,47,Injury,06-08-2020 00:00,6.15,Anjaneyar,Self Fall,Lorry,1,NA,NA,NA,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,48,Injury,07-08-2020 00:00,2.45,Anjaneyar,Self Fall,Lorry,2,NA,NA,NA,0,21,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,44,Injury,27-07-2020 00:00,4,Anjaneyar,Self Fall,Lorry,2,NA,NA,NA,0,39,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,43,Injury,27-07-2020 00:00,5.45,Anjaneyar,Two Wheeler,Lorry,1,1,NA,NA,0,41,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,78,Injury,02-12-2020 00:00,12,Anjaneyar,Car,Lorry,1,NA,NA,NA,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,65,Injury,23-09-2020 00:00,1.45,Anjaneyar,Passenger,Lorry,1,NA,NA,NA,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,9,Fatal,05-02-2020 00:00,7.45,Commercial Check post Thoppur,Lorry,Car,NA,1,NA,1,1,NA,NA,11,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA
921,53,Fatal,22-08-2020 00:00,4.3,Commerical Check post Thoppur,Pedestrian,Van,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
922,26,Injury,18-05-2020 00:00,16.45,Eakajykue Complainant HouseNear,Unknown Vehicle,Lorry,NA,2,NA,NA,0,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,14,Fatal,26-02-2020 00:00,3.45,Gangalapuram,Lorry,Unknown Four Wheeler,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
924,6,Injury,15-01-2020 00:00,16.3,Gedduppatti,Two Wheeler,Car,1,NA,NA,NA,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,3,Injury,10-01-2020 00:00,9,Gengalapuram,Two Wheeler,Tractor,1,NA,NA,NA,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,66,Injury,01-10-2020 00:00,14.3,Gengalapuram,Two Wheeler,Lorry,1,NA,NA,NA,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,67,Injury,07-10-2020 00:00,12.3,Gengalapuram,Cyclist,Lorry,1,NA,NA,NA,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,20,Injury,01-12-2020 00:00,18.3,Gurupattiyankottai,Pedestrian,Two Wheeler,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,57,Injury,30-08-2020 00:00,9.1,Jergu Wine Shop Near,Two Wheeler,Two Wheeler,2,NA,NA,NA,0,42,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,34,Injury,03-06-2020 00:00,3,Kattimadu Forest office near,Lorry,Lorry,1,NA,NA,NA,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,69,Injury,08-11-2020 00:00,9,Kettupatti road Murali kolikadai near,Self Fall,Two Wheeler,1,NA,NA,NA,0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
